7056	3264
20751	12051
46550	5224
38388	1866
83851	12882
89583	17962
93596	11399
13116	17706
85305	13531
21445	18961
17063	3292
71088	11403
62657	11036
41349	13657
54177	5528
55790	17355
82989	9919
32685	6011
73268	15065
56892	5178
16825	4072
65784	19464
33604	2867
47164	4356
91212	2775
83308	9682
42441	956
69247	4199
72264	4802
60048	18502
90187	2584
67531	4530
43357	2616
39002	16304
61942	5034
94524	10561
25327	17727
53883	11329
26980	18899
93134	5751
16406	18207
70878	7227
33531	3148
83032	10237
79925	8251
24013	2791
61731	7020
4482	13582
70573	1706
24196	463
29869	8823
14596	1199
50951	1032
43161	15945
83284	7545
34270	16155
68687	974
71891	1097
33834	19369
65345	5
84432	13877
48285	4695
50874	2696
37469	17882
94683	4133
90784	1973
65470	8327
61398	10738
29384	11576
9328	2165
71596	2908
95850	2408
34881	2719
17728	19241
66625	18486
50306	5851
14084	1090
786	1741
49061	7624
65531	5245
35348	3144
45869	529
29521	7246
35246	8692
52946	5038
61879	8155
38445	6913
30338	18036
73688	13308
13966	5179
54564	11765
5405	13455
60416	1722
3706	19873
54838	15999
66911	14614
95810	7312
77328	1907
96083	7063
43243	8667
27317	2543
68019	4884
98653	7066
26409	9822
90026	2541
92352	12337
43177	12788
20068	2572
9753	3911
40081	3901
28302	17712
74625	13420
18303	9955
24924	6704
9131	12644
82033	11376
25059	13626
89117	9364
38995	9645
42147	18450
66723	13357
31770	16056
78251	9823
22552	5955
84603	10751
73467	7850
25426	18199
51215	17132
26799	16242
76890	4671
36227	5838
46727	7135
70952	14232
8738	1025
62920	9748
55352	18448
33998	3122
77664	1292
21795	14461
82841	24
97366	5979
25588	19273
54854	13521
9926	18131
13075	15800
61693	98
9113	14945
39996	12776
27652	3559
82384	4709
91316	1850
12155	14704
38742	3195
54933	5193
99736	19563
33297	4167
99693	6967
67442	16665
86899	11255
93669	2859
71456	15492
99883	6845
3521	13711
3136	9625
52867	10586
59304	2047
24050	14177
79426	19594
24911	8524
4045	14656
79998	18531
86254	15481
5480	10412
48675	15861
34076	18578
72791	839
38386	14216
7445	8702
65947	1467
50280	6342
44687	280
37041	10581
82072	17856
71711	18643
67415	9157
29280	6821
42445	17865
15317	11814
4386	14630
67169	2890
87047	15883
55255	5066
92140	872
9658	1569
8988	3030
13572	3273
90070	158
78764	11748
45777	10635
62435	16518
72119	16003
71576	11630
50441	17050
54124	14725
711	1580
63458	4868
28733	11430
93976	5371
18892	1822
29101	18180
76486	11955
41621	9426
5453	17060
4779	10011
29261	17018
39972	2949
58105	8664
45244	17367
39882	14975
93708	12515
25874	11674
13769	6861
36331	4483
11586	12013
9608	8867
83524	9912
98633	18305
87563	4047
55687	10507
31678	9976
97816	6581
72569	11535
41550	3269
22705	18063
91564	1971
7756	19065
33830	6131
59438	6246
48299	15818
1998	2604
48686	18982
3634	19294
50599	13097
23510	7699
68594	5716
93772	11854
21997	11756
92336	19309
70114	15773
95639	16713
5371	16949
64334	2293
36662	6060
87036	17679
5708	18230
44050	13821
52071	12751
98780	18864
26427	10828
72757	13319
90387	5017
56618	19052
88729	5784
90604	19609
77625	17038
33855	14755
10413	16231
65587	17648
58104	7184
25097	5152
70154	6414
77253	10046
29749	17533
27417	11449
45904	18339
71471	15941
96893	5210
78413	9659
38949	13033
85016	16145
97265	16751
62356	13512
91153	15884
1237	6872
3753	10269
80195	3874
39250	8397
66032	3369
58742	9938
906	6162
21274	18805
23994	14074
74284	19188
3246	17147
5153	14521
4262	6294
91606	905
15899	4105
2974	7579
50411	2059
98614	4348
29153	15330
70203	6124
23151	1490
82028	15337
63020	13672
75954	4226
83586	10374
46227	14695
62850	5668
12045	6260
4356	6723
43021	10464
65581	9399
369	10503
71231	14558
84047	19865
66666	2866
11418	7321
34899	4242
54823	14809
27271	2888
94074	17336
68314	12913
47524	6669
88494	10399
94680	10543
30836	2987
8183	15705
71297	10626
41871	1794
69626	19467
32561	7726
6735	8979
32938	4957
60029	8754
22655	17100
99465	5815
45092	1739
87714	5296
63079	7243
25191	15780
4424	17329
68202	3002
40748	5813
22993	9047
19244	19446
33383	4886
42239	14424
23258	1600
40403	18091
71477	8537
11964	17478
95638	12810
8121	7634
67830	13206
61122	12685
14480	15440
17944	2222
91017	7008
60623	13593
52242	16881
33888	15385
49094	8710
97018	11987
68737	17713
50093	8753
18124	12824
14977	7779
41987	18613
78624	3427
266	11252
17268	15536
65834	16962
76961	5815
10349	17385
22214	17713
79221	17791
64097	8775
14349	12087
47011	13825
45215	7237
82231	18557
27408	5198
16590	19396
50260	8689
46855	2606
70443	5477
28590	6413
66906	2724
23457	400
55835	17710
44969	7750
61115	2579
65698	9395
46855	18359
83077	10326
233	9678
7408	11381
94873	11403
57702	8994
74583	6036
49553	4964
55686	2842
33868	10135
73980	13271
40030	19095
2844	163
72924	6447
98268	12881
88306	17422
4871	14789
74248	3004
55270	14486
95039	7839
8342	14509
92905	9154
2830	18569
90887	9445
85466	11246
6633	1713
99850	1473
77982	17222
51153	8547
56197	16861
43085	13471
23321	15634
78194	5869
77886	1670
53914	3048
52688	7227
28832	3905
43502	8027
10769	17676
46586	15472
14835	3991
13632	11373
45378	6772
64788	4836
31147	18529
52226	14886
62408	18178
47330	15076
72794	11290
11251	1904
67655	11360
26045	16765
98086	8429
80587	15784
11632	18945
74913	14118
44191	17903
81206	280
30948	10563
81225	11520
14740	8232
87176	7515
69593	15919
56367	19728
75464	17935
90895	7642
46726	6371
97176	6156
78236	11008
23063	8908
32949	14546
65976	12473
36021	1867
12974	16684
30723	5912
57174	6885
82023	10408
25846	6835
73980	18740
6437	19838
55478	19329
9053	5112
14864	4766
78400	17929
71079	14271
32709	12877
23347	1020
30634	15850
67505	16959
57460	15695
76774	8043
6146	13364
58978	13888
93498	12073
48294	18060
33405	17759
72045	5068
82785	7368
40959	2721
57814	19923
17282	11328
87351	566
78281	17561
33002	19008
86966	3673
99470	18829
2097	11963
92342	13495
70107	3649
70401	19288
90186	4565
53746	15320
58018	3311
81427	17746
2205	3058
564	16788
62399	6404
56402	2915
82674	6855
50500	6291
32033	12172
36894	14816
44609	8937
17429	1600
97756	455
75793	9707
54604	16171
68684	8212
96315	15044
51796	14314
10775	2198
65424	2356
48547	7263
84452	345
87741	15924
26753	4606
65028	1686
20106	2880
64505	1253
19893	18634
8712	18095
2077	7502
23852	18474
65644	5077
5567	11882
48897	18751
11278	16354
86150	8709
15131	10899
97319	3822
46234	16114
18220	15789
5000	13549
25613	7228
70634	6507
80785	3168
33047	2857
18865	14650
59714	11054
57741	18518
96187	393
21800	13649
6320	15025
97051	1505
67228	18844
95147	19327
83816	8576
91919	15915
27897	4666
98852	974
16711	14224
70694	7834
6551	1854
75730	8529
7842	2451
41753	3079
58574	7818
10071	19659
68147	5789
14895	1847
62063	1008
54247	3163
30453	11842
16660	5688
89944	13342
97813	13229
93853	10308
41871	19962
27119	665
50473	10494
72716	3796
4717	4172
1228	5848
16268	3109
11701	19815
30444	6747
96281	19264
91771	10606
11714	1821
70420	7603
18277	17280
50453	5451
4441	6553
55220	18968
95323	913
62750	16140
77593	9720
55390	6935
78706	5000
88877	12553
68857	1770
85017	16525
21013	8095
52721	19052
38374	5203
5969	10695
96153	1164
49178	2611
21577	14110
38723	6809
90977	6671
595	14962
28069	5289
51176	1872
81693	8671
45549	13302
45845	6099
37133	8479
58399	9212
65540	10737
94432	4897
75410	9385
6573	2923
25782	7303
91663	13148
67120	18800
48653	1392
87127	15544
57918	8408
12170	11174
19078	16494
36722	10104
27473	1358
60279	6326
59453	1926
29553	16612
90678	254
10368	18895
12932	11178
73517	19611
72146	10222
10966	12422
59657	11909
87419	5639
2963	6947
23348	14200
49281	5476
64440	687
84366	9038
94264	11299
34508	6768
73794	8392
90029	2485
6611	6643
68250	5343
44819	7474
87895	5294
71415	12971
45440	1560
18817	3749
53264	18602
93334	13688
70371	8312
37246	19895
81187	5128
36653	8887
27089	16281
55866	16310
66746	6378
49564	5835
74121	15282
28582	13558
81756	10108
26197	8106
70542	7141
49262	2611
96740	8221
81965	695
24347	10043
80128	1116
82582	12635
59696	18976
79630	7795
69177	17784
23828	10473
80808	8838
62031	18592
2638	19051
83028	6175
4534	17451
37913	16584
53529	10955
39033	16312
15565	7885
89367	12553
59745	5896
12484	12053
61412	11964
34402	17515
40409	9313
68345	3298
81552	5097
58570	4498
59027	7590
88266	13482
71802	10763
19139	19279
40866	1599
65128	3839
40119	4524
9219	16143
58806	13
7410	5737
56629	4350
81504	16899
5705	9579
66402	651
48109	17498
21500	2233
51616	1450
77473	12954
24694	7037
21410	18490
16135	3691
27006	9365
45855	18888
41723	13035
53245	783
37790	3819
40684	9308
24861	1106
82098	12314
34598	11366
59071	18671
49050	2100
20809	17021
63129	6527
84990	17148
52465	8653
21258	18272
69360	15523
39366	15357
70597	18553
79748	18251
14263	18638
52422	12719
9451	15250
89691	5833
47657	10080
40664	6476
77357	12783
56343	14917
58881	8835
4233	14585
74424	8678
14213	16493
37557	18560
88988	15742
17220	9238
53699	9207
77149	6535
24371	9037
68134	17849
22684	1523
39538	10046
28867	2109
63995	4546
40860	11056
31549	15674
14201	2410
96311	12926
71336	4202
88481	6068
11509	1335
50544	5613
70346	18851
51530	15620
42743	19763
47615	19053
63077	12424
75577	289
17870	12186
20937	9562
32138	6084
14238	9078
58738	14571
20870	10925
14040	11760
82481	268
73378	510
44704	11711
23159	2416
64047	12466
82926	18469
78646	8276
76786	5593
88125	4846
10256	6475
39905	3616
92109	7914
63036	3060
87225	18398
34839	1548
25391	1692
20744	15531
16885	5331
14495	9226
49267	8061
14780	1213
29772	12044
13814	6972
20010	11858
47298	19274
48094	14453
58963	17326
17300	19124
19860	2202
64001	2599
47484	1357
32609	18260
11963	7360
68429	3394
99208	17526
51885	4196
40824	256
69490	13382
22272	2741
84496	1507
57292	12265
99413	16881
75646	5506
41819	14780
9742	9998
55350	9077
62933	1568
28943	2385
6685	639
45437	15781
76948	6667
69318	12960
23213	14854
59322	19042
61545	4060
93990	1103
16529	7758
66904	2427
8454	2348
57570	612
91126	3316
94961	7200
14942	19813
75825	2342
38162	19856
54410	11914
49285	15023
51472	963
48940	16684
85813	16259
46821	13052
26478	13837
24430	19292
9903	3204
41498	4652
24298	6776
32060	6063
47430	10662
23309	2824
17442	19918
51984	3114
17477	10347
91181	14882
51605	4418
1206	12382
92072	8443
89842	13046
11976	9318
95257	4523
91007	14211
67633	4399
81494	11053
99097	19985
46948	8101
85556	12261
19999	8060
45990	2996
13785	4965
76750	4215
86274	16206
42159	464
1131	4557
47825	12544
57169	8836
88719	914
7257	9954
48619	15141
7687	3236
16136	8172
30369	15669
41654	15833
46290	14476
93924	14263
73265	4777
35484	11864
2815	19424
41968	5963
10237	3984
52545	13981
69183	14493
23982	13153
99853	3218
87069	10026
93395	19801
65463	391
85070	9118
93139	7325
67027	17909
88660	13753
9453	12337
48753	11716
47469	4820
279	11385
52129	13778
70266	4950
37556	7417
59601	12074
68388	16172
36411	18530
31921	19813
71066	17566
38233	2422
64420	1708
24937	12346
10199	1479
51235	6454
29919	3696
1282	4718
20575	17384
11286	16234
74356	17800
84845	17152
